2023-04-16 16:54:21 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 4080
2023-04-16 16:54:21 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-04-16 16:54:21 0 [Note] InnoDB: Uses event mutexes
2023-04-16 16:54:21 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-04-16 16:54:21 0 [Note] InnoDB: Number of pools: 1
2023-04-16 16:54:21 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 304535
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 304535
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 304491
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 304491
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 304447
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 304447
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 304403
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 304403
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 304359
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 304359
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 304315
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 304315
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 304271
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=297] with future log sequence number 806827
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=420] with future log sequence number 806827
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 806783
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=417] with future log sequence number 806783
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 806739
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=415] with future log sequence number 806739
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=293] with future log sequence number 806695
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 806695
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=292] with future log sequence number 806651
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=413] with future log sequence number 806651
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 806607
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=411] with future log sequence number 806607
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=255] with future log sequence number 967490
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=389] with future log sequence number 967490
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=254] with future log sequence number 967446
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=388] with future log sequence number 967446
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=253] with future log sequence number 967402
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=372] with future log sequence number 967402
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=252] with future log sequence number 967358
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=386] with future log sequence number 967358
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=246] with future log sequence number 1321744
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=384] with future log sequence number 1321744
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=245] with future log sequence number 1321700
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=383] with future log sequence number 1321700
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=244] with future log sequence number 1321656
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=382] with future log sequence number 1321656
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=242] with future log sequence number 1321612
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=381] with future log sequence number 1321612
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=241] with future log sequence number 1321568
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=380] with future log sequence number 1321568
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=240] with future log sequence number 1321524
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=369] with future log sequence number 1321524
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=239] with future log sequence number 1321464
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=379] with future log sequence number 1321464
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=238] with future log sequence number 1321420
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=422] with future log sequence number 1321420
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 1321376
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=377] with future log sequence number 1321376
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=276] with future log sequence number 1328375
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=432] with future log sequence number 1328375
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=275] with future log sequence number 1328331
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=401] with future log sequence number 1328331
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=274] with future log sequence number 1328287
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=400] with future log sequence number 1328287
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=273] with future log sequence number 1328243
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=431] with future log sequence number 1328243
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=272] with future log sequence number 1328199
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 1328199
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=271] with future log sequence number 1328155
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=398] with future log sequence number 1328155
2023-04-16 16:57:33 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=270] with future log sequence number 1328095
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=397] with future log sequence number 1328095
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=269] with future log sequence number 1328051
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=396] with future log sequence number 1328051
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=268] with future log sequence number 1328007
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=395] with future log sequence number 1328007
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=267] with future log sequence number 1327963
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=430] with future log sequence number 1327963
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=266] with future log sequence number 1327919
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=429] with future log sequence number 1327919
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=265] with future log sequence number 1327875
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=428] with future log sequence number 1327875
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=264] with future log sequence number 1327831
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=427] with future log sequence number 1327831
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=263] with future log sequence number 1327787
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=426] with future log sequence number 1327787
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=262] with future log sequence number 1327743
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=425] with future log sequence number 1327743
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=261] with future log sequence number 1327699
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=424] with future log sequence number 1327699
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=257] with future log sequence number 1327655
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=391] with future log sequence number 1327655
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=256] with future log sequence number 1327595
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=390] with future log sequence number 1327595
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=255] with future log sequence number 1327551
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=281] with future log sequence number 1329604
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=435] with future log sequence number 1329604
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=287] with future log sequence number 1331355
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=47, page number=3] with future log sequence number 1331375
2023-04-16 16:57:34 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=437] with future log sequence number 1331355
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 1256973 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1287718 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 1117234 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 1117234 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1117273 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1117273 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 1117312 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 1117312 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 1117351 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 1117351 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 1117390 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 1117390 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 1117429 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 1117429 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 1117468 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1117468 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1117507 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 1117507 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 1117546 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 1117546 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 1131939 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 1131939 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 1131978 is in the future! Current system log sequence number 300773.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-16 16:57:34 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 1131978 is in the future! Current system log sequence number 300773.
